순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,전국 매출액(만 단위)
1835,일사각오,"권혁만,고문안",KBS,,파이오니아21,2016-03-17,개봉영화,장편,한국,51,682581500,94767,234140700,32943,드라마,12,일반영화,2016,682581
1836,사일런스,마틴 스코세이지,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-02-28,개봉영화,장편,미국,342,700818300,94750,298799600,38435,드라마,15,독립/예술영화,2017,700818
1837,초한지 - 천하대전,이인항,,(유)조이앤컨텐츠그룹,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-01-11,개봉영화,장편,중국,167,710375000,94652,209634000,26810,액션,12,일반영화,2012,710375
1838,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-09-21,개봉영화,장편,스페인,232,758162200,94281,367271800,44659,범죄,15,독립/예술영화,2017,758162
1839,"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,2016-12-08,개봉영화,장편,영국,63,711080800,94266,467427800,60048,드라마,12,독립/예술영화,2016,711080
1840,나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,(주)영화사 진진,2016-07-14,개봉영화,장편,독일,88,721244232,94243,404870932,51590,코미디,12,독립/예술영화,2016,721244
1841,마야2,"노엘 클리어리,세르지오 델피노",,(주)시네마리퍼블릭,(주)영화사 빅,2018-02-01,개봉영화,장편,독일,429,670314200,94179,120929400,15990,애니메이션,전체,독립/예술영화,2018,670314
1842,커다랗고 커다랗고 커다란 배,"필립 립스키,요르겐 레르담",,예지림엔터테인먼트,예지림엔터테인먼트,2018-05-03,개봉영화,장편,덴마크,350,737815900,94151,118028000,14674,애니메이션,전체,독립/예술영화,2018,737815
1843,아이 엠 마더,피에르 모렐,,(주)퍼스트런,"(주)삼백상회,(주)팬엔터테인먼트",2019-04-11,개봉영화,장편,미국,213,774580700,94119,264289600,32731,액션,15,일반영화,2019,774580
1844,여고괴담 여섯번째 이야기 : 모교,이미영,(주)씨네이천,,"(주)케이티알파,씨제이 씨지브이(CJ CGV)(주)",2021-06-17,개봉영화,장편,한국,603,858750700,94030,191369780,21442,미스터리,15,일반영화,2021,858750
1845,베일리 어게인,라세 할스트롬,,(주)선익필름,(주)홈초이스,2018-11-22,개봉영화,장편,미국,189,796864900,93691,314266200,35522,어드벤처,전체,독립/예술영화,2018,796864
1846,귀문,심덕근,"(주)고스트픽처스,(주)주피터필름",,"씨제이 씨지브이(CJ CGV)(주),(주)씨네필운",2021-08-25,개봉영화,장편,한국,692,799806070,93656,199442700,25068,미스터리,15,일반영화,2021,799806
1847,스텔라,권수경,(주)데이드림엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2022-04-06,개봉영화,장편,한국,690,848403600,93432,184495170,20765,코미디,15,일반영화,2022,848403
1848,프리스트,스콧 찰스 스튜어트,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-06-09,개봉영화,장편,미국,228,839493000,93336,318540500,32203,액션,15,일반영화,2011,839493
1849,러브 앳,위고 젤랭,,(주)크리픽쳐스,(주)크리픽쳐스,2019-11-27,개봉영화,장편,프랑스,153,746898500,93311,318032500,39138,멜로/로맨스,12,일반영화,2019,746898
1850,원피스 극장판 Z,나가미네 타츠야,,(주)씨제이이엔엠,(주)씨제이이엔엠,2013-03-21,개봉영화,장편,일본,267,626891000,93239,150616000,20860,애니메이션,전체,일반영화,2013,626891
1851,써티 데이즈 오브 나이트,데이빗 슬레이드,,인터비스앤파트너스(주),㈜케이디미디어,2008-01-10,개봉영화,장편,미국,122,623841500,93191,244311000,34592,공포(호러),19,일반영화,2008,623841
1852,프렌치 디스패치,웨스 앤더슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-11-18,개봉영화,장편,미국,273,998413830,93116,640126680,59283,코미디,15,독립/예술영화,2021,998413
1853,태풍이 지나가고,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2016-07-27,개봉영화,장편,일본,72,772484972,93005,542795372,63098,드라마,12,독립/예술영화,2016,772484
1854,루이스,"울프강 라우엔슈타인,크리스토프 라우엔슈타인",,(주)스마일이엔티,(주)스마일이엔티,2018-09-20,개봉영화,장편,독일,325,729147750,93000,175615150,21102,애니메이션,전체,독립/예술영화,2018,729147
1855,본 투 비 블루,로버트 뷔드로,,그린나래미디어(주),그린나래미디어(주),2016-06-09,개봉영화,장편,캐나다,147,755724082,92729,470656182,55475,드라마,19,독립/예술영화,2016,755724
1856,파이브 피트,저스틴 밸도니,,(주)누리픽쳐스,"(주)누리픽쳐스,(주)케이티알파",2019-04-10,개봉영화,장편,미국,457,805051420,92713,318561630,35861,드라마,15,일반영화,2019,805051
1857,7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-11,개봉영화,장편,미국,358,729980451,92598,218674251,25546,어드벤처,12,일반영화,2015,729980
1858,샤크 나이트 3D,데이비드 R. 엘리스,,,(주)화앤담이엔티,2011-09-15,개봉영화,장편,미국,239,855047000,92505,249100500,24237,스릴러,15,일반영화,2011,855047
1859,철가방 우수氏,윤학렬,(주)대길이에스,,(주)씨제이이엔엠,2012-11-22,개봉영화,장편,한국,119,604032500,92404,267638500,39370,드라마,12,독립/예술영화,2012,604032
1860,크리미널,아리엘 브로멘,,(유)조이앤시네마,(주)영화사 빅,2016-06-22,개봉영화,장편,영국,351,738985181,92358,259113081,31545,액션,15,독립/예술영화,2016,738985
1861,구스 베이비,크리스토퍼 젠킨스,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,2019-01-16,개봉영화,장편,미국,424,652090360,91430,110715900,14539,애니메이션,전체,일반영화,2019,652090
1862,그 남자의 책 198쪽,김정권,(주)디에스피미디어,,(주)성원아이컴,2008-10-23,개봉영화,장편,한국,220,575174333,91387,201387333,30318,멜로/로맨스,12,일반영화,2008,575174
1863,패솔로지,마크 쉬홀르만,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-04-17,개봉영화,장편,미국,136,569157500,91253,220682000,34212,공포(호러),19,일반영화,2008,569157
1864,포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-26,개봉영화,장편,미국,349,702878700,91164,227994000,28313,코미디,15,일반영화,2015,702878
1865,마마,안드레스 무시에티,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-01-23,개봉영화,장편,미국,164,662161500,91143,224271500,29260,공포(호러),15,일반영화,2013,662161
1866,타워 하이스트,브렛 래트너,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-11-17,개봉영화,장편,미국,213,631715500,90840,192286000,25972,액션,12,일반영화,2011,631715
1867,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,개봉영화,장편,일본,121,739368300,90718,202590300,24302,애니메이션,12,독립/예술영화,2017,739368
1868,둠스데이:지구 최후의 날,닐 마샬,,데이지엔터테인먼트,영화사청어람(주),2008-06-19,개봉영화,장편,미국,203,598350500,90666,184110500,26258,SF,19,일반영화,2008,598350
1869,써니 감독판,강형철,"(주)알로하픽쳐스,(주)토일렛픽쳐스",,(주)씨제이이엔엠,2011-07-28,개봉영화,장편,한국,54,698549500,90562,326414000,41959,드라마,19,일반영화,2011,698549
1870,주디,루퍼트 굴드,,(주)퍼스트런,TCO(주)더콘텐츠온,2020-03-25,개봉영화,장편,영국,479,738851760,89719,323361140,38273,드라마,12,독립/예술영화,2020,738851
1871,완벽한 파트너,박헌수,"(주)영화사참,락시픽쳐스",,타임스토리그룹(주),2011-11-17,개봉영화,장편,한국,166,676141000,89526,187492000,23729,코미디,19,독립/예술영화,2011,676141
1872,더 보이,데이빗 야로베스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-05-23,개봉영화,장편,미국,509,776591970,89429,225789210,25397,공포(호러),15,일반영화,2019,776591
1873,더 매직: 리틀톰과 도둑공주,어네스토 파드롱,,(주)올스타엔터테인먼트,"㈜코리아스크린,와이드 릴리즈(주)",2015-09-24,개봉영화,장편,스페인,193,653636700,89358,152376100,20244,애니메이션,전체,독립/예술영화,2015,653636
1874,슈퍼미니,"토마스 자보,헬레네 지라드",,판씨네마(주),판씨네마(주),2014-04-10,개봉영화,장편,프랑스,303,640234500,89328,160231000,21281,애니메이션,전체,일반영화,2014,640234
1875,오베라는 남자,하네스 홀름,,(주)싸이더스,"(주)싸이더스,(주)디스테이션",2016-05-25,개봉영화,장편,스웨덴,255,711736888,89103,359658888,43635,드라마,12,독립/예술영화,2016,711736
1876,페이스 블라인드,줄리앙 마그넷,,(주)영화사폴,(주)마인스 엔터테인먼트,2012-06-21,개봉영화,장편,미국,179,660556169,88977,227353169,28629,범죄,19,일반영화,2012,660556
1877,더 콜,브래드 앤더슨,,(주)포커스엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2013-06-20,개봉영화,장편,미국,241,626952634,88953,238777634,32488,스릴러,19,일반영화,2013,626952
1878,콜드 라잇 오브 데이,마브룩 엘 메크리,,씨너스엔터테인먼트(주),씨너스엔터테인먼트(주),2012-05-17,개봉영화,장편,미국,245,636555090,88522,214464090,28596,액션,15,일반영화,2012,636555
1879,레이니 데이 인 뉴욕,우디 앨런,,그린나래미디어(주),"그린나래미디어(주),(주)버킷스튜디오",2020-05-06,개봉영화,장편,미국,563,784272200,88440,338103180,37178,코미디,15,독립/예술영화,2020,784272
1880,살인자,이기욱,(주)홍필름,,(주)영화사 빅,2014-01-15,개봉영화,장편,한국,207,656849000,88199,93792500,11952,스릴러,19,독립/예술영화,2014,656849
1881,레고 무비2,마이크 미첼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-02-06,개봉영화,장편,미국,442,680374040,88105,182185020,22018,애니메이션,전체,일반영화,2019,680374
1882,미드소마,아리 애스터,,찬란,(주)팝엔터테인먼트,2019-07-11,개봉영화,장편,미국,388,800891816,88055,446066766,48211,공포(호러),19,독립/예술영화,2019,800891
1883,그대 이름은 장미,조석현,(주)엠씨엠씨,,(주)리틀빅픽쳐스,2019-01-16,개봉영화,장편,한국,540,735782970,88054,231834480,26485,코미디,12,일반영화,2019,735782
1884,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,,(주)애니플러스,(주)애니플러스,2020-10-22,개봉영화,장편,일본,149,787515610,87996,296446090,31729,애니메이션,15,일반영화,2020,787515
1885,비몽,김기덕,"(주)김기덕 필름,스폰지",,(주)스폰지이엔티,2008-10-09,개봉영화,장편,한국,100,585055618,87963,311688500,45042,드라마,19,독립/예술영화,2008,585055
1886,락 오브 에이지,아담 쉥크만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-08-02,개봉영화,장편,미국,243,634870496,87915,249357455,33412,뮤지컬,15,일반영화,2012,634870
1887,렛 미 인,토마스 알프레드슨,,"씨네그루(주)다우기술,데이지엔터테인먼트","씨네그루(주)다우기술,(주)영화사구안",2008-11-13,개봉영화,장편,스웨덴,50,587407378,87908,355765000,51284,공포(호러),15,독립/예술영화,2008,587407
1888,몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,개봉영화,장편,스페인,349,686273900,87841,299085800,36865,판타지,12,독립/예술영화,2017,686273
1889,사우스포,안톤 후쿠아,,(주)스마일이엔티,씨네그루(주)다우기술,2015-12-03,개봉영화,장편,미국,335,649386248,87426,210497148,26835,드라마,15,일반영화,2015,649386
1890,갤로우즈,"트래비스 클러프,크리스 로핑",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-03,개봉영화,장편,미국,299,674767406,87301,144252106,17990,공포(호러),15,일반영화,2015,674767
1891,팅커 테일러 솔저 스파이,토마스 알프레드슨,,(주)화인픽쳐스,"(주)드림팩트엔터테인먼트,팝엔터테인먼트",2012-02-09,개봉영화,장편,영국,187,648304500,87155,280860000,36114,스릴러,15,일반영화,2012,648304
1892,김복동,송원근,한국탐사저널리즘센터,,(주)엣나인필름,2019-08-08,개봉영화,장편,한국,366,696375860,87139,302552820,35968,다큐멘터리,12,독립/예술영화,2019,696375
1893,셜록 놈즈,존 스티븐슨,,(주)다자인소프트,"(주)키다리이엔티,(주)삼백상회",2018-10-03,개봉영화,장편,미국,440,644661200,86784,152642850,19724,애니메이션,전체,독립/예술영화,2018,644661
1894,허큘리스,브렛 래트너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-08-06,개봉영화,장편,미국,278,669733800,86528,197356400,24172,액션,15,일반영화,2014,669733
1895,플로리다 프로젝트,션 베이커,,오드,오드,2018-03-07,개봉영화,장편,미국,126,726925600,86406,476695400,55275,드라마,15,독립/예술영화,2018,726925
1896,슈퍼 프렌즈,"이경호,이원재",㈜디지아트프로덕션,,(주)키다리이엔티,2016-08-10,개봉영화,장편,한국,255,633274600,86293,131979300,16778,애니메이션,전체,독립/예술영화,2016,633274
1897,노매드랜드,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-04-15,개봉영화,장편,미국,181,800972240,85663,495701190,52631,드라마,12,독립/예술영화,2021,800972
1898,숀더쉽,"마크 버튼,리처드 스타잭",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-08-13,개봉영화,장편,영국,263,592435000,85568,144352300,19454,애니메이션,전체,독립/예술영화,2015,592435
1899,디 아이,"데이빗 모로,자비에 팔뤼",,(주)쇼박스,(주)쇼박스,2008-06-05,개봉영화,장편,미국,108,542600500,85559,142351000,21657,공포(호러),15,일반영화,2008,542600
1900,빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),2015-01-28,개봉영화,장편,미국,290,651316335,85200,333321635,42902,드라마,12,독립/예술영화,2015,651316
1901,레전드 오브 래빗,순리준,,(주)누리픽쳐스,(주)화앤담이엔티,2012-02-22,개봉영화,장편,중국,225,581200500,85184,122319500,16874,애니메이션,전체,일반영화,2012,581200
1902,유스,파올로 소렌티노,,그린나래미디어(주),그린나래미디어(주),2016-01-07,개봉영화,장편,이탈리아,65,661767600,85166,449133200,55637,드라마,15,독립/예술영화,2016,661767
1903,필립모리스,"존 레쿼,글렌 피카라","유로파 Corp.,매드 챈스",㈜케이디미디어,㈜케이디미디어,2010-07-01,개봉영화,장편,프랑스,38,649568183,84859,276563500,34799,코미디,19,일반영화,2010,649568
1904,옥보단 3D,손립기,,,(주)화앤담이엔티,2011-05-12,개봉영화,장편,홍콩,269,969826000,84798,312364500,26227,드라마,19,일반영화,2011,969826
1905,나의 청춘은 너의 것,"주동,대몽영",오드,,"오드,(주)홈초이스",2020-04-29,개봉영화,장편,대만,533,714892500,84442,205056740,23586,멜로/로맨스,12,독립/예술영화,2020,714892
1906,극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,,(주)씨제이이엔엠,에이원엔터테인먼트,2012-05-24,개봉영화,장편,일본,243,574947000,84255,115189000,15267,애니메이션,전체,일반영화,2012,574947
1907,어린 왕자,최종현,"(주)앤알커뮤니케이션,(주)피플앤픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2008-01-17,개봉영화,장편,한국,181,493292500,84015,121782500,19329,드라마,12,일반영화,2008,493292
1908,왼편 마지막 집,데니스 일리아디스,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2009-09-03,개봉영화,장편,미국,158,632634348,83864,202305000,25327,공포(호러),19,일반영화,2009,632634
1909,뉴욕 아이 러브 유,"알렌 휴즈,파티 아킨,조슈아 마스턴,미라 네이어,이와이 슌지,나탈리 포트만,세자르 카푸르,이반 아탈,강문,브렛 래트너",,㈜케이디미디어,㈜케이디미디어,2009-10-22,개봉영화,장편,미국,95,647982325,83600,361427500,45635,코미디,15,일반영화,2009,647982
1910,신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,,(재)CBS,"(주)영화사 그램,(재)CBS",2018-07-19,개봉영화,장편,미국,179,646846900,83474,144472000,17629,드라마,12,독립/예술영화,2018,646846
1911,스위치,"조쉬 고든,윌 스펙",보나피데프로덕션즈,(주)새인컴퍼니,씨너스엔터테인먼트(주),2010-12-01,개봉영화,장편,미국,163,564596900,83346,233302000,32409,멜로/로맨스,15,일반영화,2010,564596
1912,와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-22,개봉영화,장편,미국,58,665271800,83334,408810700,50722,드라마,19,독립/예술영화,2015,665271
1913,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,개봉영화,장편,일본,301,588913100,83289,107715900,14436,애니메이션,전체,일반영화,2014,588913
1914,세자매,이승원,(주)영화사 업,,(주)리틀빅픽쳐스,2021-01-27,개봉영화,장편,한국,569,702123930,83275,229146900,27217,드라마,15,독립/예술영화,2021,702123
1915,지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,개봉영화,장편,미국,90,656251800,83258,254855800,31766,코미디,15,독립/예술영화,2017,656251
1916,뷰티풀 크리처스,리차드 라그라브네스,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,개봉영화,장편,미국,278,582030544,82995,192640044,26361,스릴러,15,일반영화,2013,582030
1917,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,개봉영화,장편,미국,255,639464500,82779,220031900,28526,액션,19,일반영화,2015,639464
1918,라르고 윈치,제롬 샬레,,(주)모션피아,(주)프라임엔터테인먼트,2009-08-20,개봉영화,장편,프랑스,163,628575878,82610,298778000,37592,어드벤처,19,일반영화,2009,628575
1919,씬 시티: 다크히어로의 부활,"프랭크 밀러,로버트 로드리게즈",,(주)드림웨스트픽쳐스,메가박스중앙(주)플러스엠,2014-09-11,개봉영화,장편,미국,345,650282748,82571,295313748,36080,액션,19,일반영화,2014,650282
1920,어니스트 씨프,마크 윌리엄스,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2021-02-03,개봉영화,장편,미국,554,724854260,82388,211342010,24809,액션,15,일반영화,2021,724854
1921,도라에몽: 스탠바이미 2,야기 류이치,,대원미디어(주),(주)스마일이엔티,2021-05-19,개봉영화,장편,일본,631,712260330,82311,135454900,15316,애니메이션,전체,일반영화,2021,712260
1922,파도가 지나간 자리,데릭 시엔프랜스,,그린나래미디어(주),CGV아트하우스,2017-03-08,개봉영화,장편,미국,276,634595200,82177,263656600,33216,드라마,15,독립/예술영화,2017,634595
1923,다이노X 탐험대,이동희,(주)MBC,,(주)이수C&E,2016-05-04,개봉영화,장편,한국,348,634339900,82148,122013400,15164,애니메이션,전체,독립/예술영화,2016,634339
1924,출국,노규엽,주식회사 디에스이이디,,,2018-11-14,개봉영화,장편,한국,274,639521850,81722,244385200,32001,드라마,15,독립/예술영화,2018,639521
1925,젠틀맨,가이 리치,,(주)콘텐츠게이트,"(주)영화사 빅,(주)다날엔터테인먼트",2020-02-26,개봉영화,장편,미국,586,665658710,81482,299813360,36075,범죄,19,일반영화,2020,665658
1926,아따맘마 - 극장판,야스미 테츠오,,(주)온미디어,에이원엔터테인먼트,2011-02-17,개봉영화,장편,일본,90,533355500,81352,110413000,15687,애니메이션,전체,일반영화,2011,533355
1927,꼬마참새 리차드: 아프리카 원정대,"토비 젠켈,레자 메마리",,(주)우성엔터테인먼트,(주)키다리이엔티,2017-06-15,개봉영화,장편,독일,319,599076600,81136,110244400,13844,애니메이션,전체,독립/예술영화,2017,599076
1928,스펜서,파블로 라라인,,그린나래미디어(주),"(주)영화특별시에스엠씨,그린나래미디어(주)",2022-03-16,개봉영화,장편,영국,730,763136530,80990,389796660,40502,드라마,12,독립/예술영화,2022,763136
1929,터널 3D,박규택,"(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트",,(주)박수엔터테인먼트,2014-08-20,개봉영화,장편,한국,264,620874000,80989,141924500,17219,공포(호러),15,일반영화,2014,620874
1930,원 챈스,데이빗 프랭클,,"(주)우성엔터테인먼트,우성엔터테인먼트","(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)",2014-03-13,개봉영화,장편,영국,329,593174100,80977,227216900,29412,코미디,12,독립/예술영화,2014,593174
1931,최악의 하루,김종관,㈜인디스토리,,CGV아트하우스,2016-08-25,개봉영화,장편,한국,199,639959190,80754,351625290,43550,멜로/로맨스,15,독립/예술영화,2016,639959
1932,지금은맞고그때는틀리다,홍상수,(주)영화제작전원사,,"(주)콘텐츠판다,(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",2015-09-24,개봉영화,장편,한국,59,664112100,80614,463272700,54576,드라마,19,독립/예술영화,2015,664112
1933,엑스페리먼트,폴 쉐어링,인페르노 디스트리뷰션,(주)새인컴퍼니,(주)새인컴퍼니,2010-08-11,개봉영화,장편,미국,110,583702363,80367,185043000,24383,드라마,15,독립/예술영화,2010,583702
1934,아무르,미카엘 하네케,,(주)티캐스트,(주)티캐스트,2012-12-19,개봉영화,장편,프랑스,29,615934600,80345,497091600,62545,드라마,15,독립/예술영화,2012,615934
1935,프렌즈 위드 베네핏,윌 글럭,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,개봉영화,장편,미국,210,591765000,80197,312231500,41457,코미디,19,일반영화,2011,591765
1936,에어로너츠,톰 하퍼,,주식회사 더쿱,(주)홈초이스,2020-06-10,개봉영화,장편,영국,534,691188500,79877,284464760,32538,드라마,12,독립/예술영화,2020,691188
1937,로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,개봉영화,장편,미국,354,621368822,79812,265854522,33568,범죄,15,일반영화,2016,621368
1938,오 마이 그랜파,댄 마저,,(주)수키픽쳐스,판씨네마(주),2016-03-17,개봉영화,장편,미국,396,632806532,79701,222196232,27230,코미디,19,일반영화,2016,632806
1939,꿀벌 하치의 대모험,아미노 테츠로,,에이원엔터테인먼트,"(주)박수엔터테인먼트,에이원엔터테인먼트",2011-01-13,개봉영화,장편,일본,141,525369500,79625,135325500,18895,애니메이션,전체,일반영화,2011,525369
1940,미쓰 루시힐,조나스 엘머,,(주)쇼박스,(주)쇼박스,2009-04-09,개봉영화,장편,미국,138,535856585,79471,266454000,37787,코미디,12,일반영화,2009,535856
1941,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,2017-08-15,개봉영화,장편,독일,164,582071200,79446,113863100,15015,애니메이션,전체,독립/예술영화,2017,582071
1942,소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,(주)리틀빅픽쳐스,2020-07-01,개봉영화,장편,한국,573,642120680,79215,183695800,22306,사극,12,일반영화,2020,642120
1943,페이스 오브 러브,아리 포신,,(주)더블앤조이픽쳐스,(주)영화사 빅,2014-04-16,개봉영화,장편,미국,222,585768905,79179,281603905,36996,드라마,15,독립/예술영화,2014,585768
1944,인민을 위해 복무하라,장철수,"주식회사 표범영화사,(유)조이앤시네마",,(주)제이앤씨미디어그룹,2022-02-23,개봉영화,장편,한국,598,709147190,79075,223558850,26380,멜로/로맨스,19,일반영화,2022,709147
1945,분신사바 2,안병기,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-07-16,개봉영화,장편,중국,238,574836300,79017,107231000,13907,공포(호러),15,독립/예술영화,2014,574836
1946,너와 100번째 사랑,츠키카와 쇼,,(주)엔케이컨텐츠,(주)디스테이션,2017-05-25,개봉영화,장편,일본,140,620733200,78930,193154900,23328,드라마,12,독립/예술영화,2017,620733
1947,극장판 미니특공대: 공룡왕 디노,이영준,(주)삼지애니메이션,,(주)리틀빅픽쳐스,2020-02-06,개봉영화,장편,한국,485,613273720,78929,84585600,10052,애니메이션,전체,일반영화,2020,613273
1948,토토의 움직이는 숲,에스벤 토프트 야콥슨,,(주)메인타이틀픽쳐스,(주)미디어데이,2013-06-20,개봉영화,장편,덴마크,191,502754000,78571,84224500,11937,애니메이션,전체,독립/예술영화,2013,502754
1949,메디엄,피터 콘웰,골드써클필름,(주)누리픽쳐스,에스케이텔레콤(주),2009-07-29,개봉영화,장편,미국,156,570842804,78494,234047500,30149,공포(호러),15,일반영화,2009,570842
1950,오즈: 신기한 마법가루,블라디미르 토로프킨,,(주)스마일이엔티,(주)스마일이엔티,2017-07-20,개봉영화,장편,러시아,343,565456600,78440,136995800,18133,애니메이션,전체,독립/예술영화,2017,565456
1951,세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-03-05,개봉영화,장편,미국,308,604885528,78336,225289928,28351,코미디,12,독립/예술영화,2015,604885
1952,룸,레니 에이브러햄슨,,(주)콘텐츠게이트,"(주)팝엔터테인먼트,(주)영화사 빅",2016-03-03,개봉영화,장편,아일랜드,333,621606700,78253,270557400,33076,드라마,15,독립/예술영화,2016,621606
1953,모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2015-02-18,개봉영화,장편,미국,290,624513020,78070,297995120,36209,액션,15,일반영화,2015,624513
1954,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,개봉영화,장편,미국,207,629716963,78049,316342463,38747,SF,19,일반영화,2015,629716
1955,호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),2018-07-18,개봉영화,장편,미국,465,646127100,77794,188005400,21929,액션,15,일반영화,2018,646127
1956,극장판 콩순이: 장난감나라 대모험,이선명,(주)모꼬지,,(주)넥스트엔터테인먼트월드(NEW),2021-05-05,개봉영화,장편,한국,690,679380620,77786,117253710,13171,애니메이션,전체,독립/예술영화,2021,679380
1957,쓰리 썸머 나잇,김상진,"더램프(주),㈜감독의집",,"(주)리틀빅픽쳐스,(주)인벤트스톤",2015-07-15,개봉영화,장편,한국,297,616132846,77621,185973246,22302,코미디,19,일반영화,2015,616132
1958,알이씨(Rec),"하우메 발라게로,파코 플라자",,(주)화인컷,유니버설픽쳐스인터내셔널 코리아(유),2008-07-10,개봉영화,장편,스페인,97,524571500,77533,200292000,27830,공포(호러),19,일반영화,2008,524571
1959,아더 우먼,닉 카사베츠,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-11-13,개봉영화,장편,미국,331,580257218,77341,235786718,30406,코미디,15,일반영화,2014,580257
1960,매직 인 더 문라이트,우디 앨런,,(주)드림웨스트픽쳐스,(주)인벤트스톤,2014-08-20,개봉영화,장편,미국,194,607414281,77308,372669681,45981,코미디,12,독립/예술영화,2014,607414
1961,노다메 칸타빌레 Vol.1,타케우치 히데키,시네 바자,"(주)미로비젼,아뮤즈코리아(주)","(주)미로비젼,아뮤즈코리아(주)",2010-09-09,개봉영화,장편,일본,26,561780176,77074,290619000,38520,코미디,전체,일반영화,2010,561780
1962,100 피트,에릭 레드,,(주)토마스엔터프라이즈,(주)싸이더스,2008-07-24,개봉영화,장편,미국,133,505925500,76985,152378000,21447,공포(호러),15,일반영화,2008,505925
